NR_CANDIDATO;NR_PARTIDO;SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;CD_GENERO;CD_GRAU_INSTRUCAO;CD_ESTADO_CIVIL;VR_DESPESA_MAX_CAMPANHA;ST_REELEICAO;RESULTADO
13013;13;0;48;2;8;9;1000000;0;3
77888;77;0;36;2;7;3;1000000;0;3
77015;77;0;37;2;8;3;1000000;0;3
43222;43;0;41;2;6;3;1000000;0;3
15100;15;0;56;2;8;3;1000000;1;1
35333;35;1;25;4;8;1;1000000;0;3
77555;77;0;40;2;8;3;1000000;0;3
50999;50;1;55;4;8;3;1000000;0;4
70555;70;0;43;4;6;3;1000000;0;3
45678;45;0;51;2;6;3;1000000;1;1
45888;45;0;55;2;8;3;1000000;1;1
13789;13;0;49;2;7;3;1000000;0;3
70700;70;0;51;2;6;3;1000000;0;3
70488;70;1;57;4;6;3;1000000;0;3
10300;10;1;36;4;8;1;1000000;0;3
55777;55;0;51;4;8;3;1000000;0;3
18888;18;0;34;2;8;3;1000000;0;4
10500;10;0;45;4;7;3;1000000;0;3
77234;77;0;38;2;6;3;1000000;0;3
40333;40;0;61;2;8;9;1000000;1;3
70666;70;0;47;4;6;3;1000000;0;3
77778;77;0;38;4;6;1;1000000;0;3
10400;10;0;35;4;8;9;1000000;0;3
13111;13;0;49;2;8;3;1000000;0;3
31999;31;1;44;4;3;1;1000000;0;3
35222;35;0;55;2;8;3;1000000;0;3
70123;70;0;38;2;8;9;1000000;0;2
43123;43;0;40;2;8;9;1000000;0;3
18777;18;0;47;2;6;3;1000000;0;4
13113;13;0;44;2;8;3;1000000;0;3
45333;45;0;76;2;6;3;1000000;1;1
16456;16;0;52;2;8;3;1000000;0;4
10600;10;0;50;2;6;9;1000000;0;3
27112;27;0;37;4;6;1;1000000;0;3
20002;20;1;58;2;8;3;1000000;0;3
55200;55;0;65;4;6;3;1000000;0;3
65455;65;0;43;4;8;5;1000000;0;3
54192;54;0;39;2;6;1;1000000;0;3
70456;70;0;33;4;8;1;1000000;0;3
13133;13;0;49;2;8;3;1000000;0;3
51222;51;0;59;2;8;3;1000000;0;3
50333;50;0;40;4;7;3;1000000;0;4
13666;13;0;41;2;7;1;1000000;0;3
77611;77;0;47;2;6;1;1000000;0;3
10456;10;0;47;2;6;3;1000000;0;3
13134;13;0;53;2;8;3;1000000;0;3
18881;18;0;37;4;6;1;1000000;0;4
35007;35;0;48;2;6;3;1000000;0;3
20888;20;0;52;4;8;3;1000000;0;3
77678;77;0;49;2;4;3;1000000;0;3
50122;50;0;50;2;4;3;1000000;0;4
36555;36;0;52;4;8;9;1000000;0;3
10111;10;1;50;2;3;1;1000000;0;3
54333;54;0;48;2;6;1;1000000;0;3
50001;50;0;45;2;4;1;1000000;0;4
17190;17;1;52;2;8;3;1000000;0;1
50100;50;0;40;2;6;3;1000000;0;4
20020;20;0;44;2;7;3;1000000;0;3
35190;35;1;45;2;8;3;1000000;0;3
13337;13;0;55;4;8;3;1000000;0;3
11234;11;0;42;2;8;1;1000000;0;3
29029;29;0;33;2;8;1;1000000;0;4
12123;12;0;44;4;8;3;1000000;0;3
27777;27;0;38;2;3;3;1000000;0;3
65779;65;0;65;4;8;1;1000000;0;3
55345;55;1;50;2;8;3;1270629.01;0;4
44100;44;0;40;2;7;3;1270629.01;0;1
14000;14;0;60;2;8;3;1270629.01;1;4
10444;10;0;41;4;6;9;1270629.01;0;4
55145;55;0;38;4;6;3;1270629.01;0;4
77677;77;0;41;2;8;3;1270629.01;0;3
16123;16;0;53;4;8;1;1270629.01;0;4
10333;10;1;55;2;6;3;1270629.01;0;4
22200;22;0;61;2;8;1;1270629.01;0;3
55333;55;0;45;2;6;1;1270629.01;0;4
35007;35;1;61;2;8;1;1270629.01;0;4
14222;14;1;52;4;5;3;1270629.01;0;4
51777;51;0;39;2;6;3;1270629.01;0;4
70400;70;0;54;4;6;9;1270629.01;0;4
22321;22;0;28;2;8;1;1270629.01;0;3
51888;51;0;57;4;8;3;1270629.01;0;4
15321;15;0;30;4;8;3;1270629.01;0;3
51123;51;0;67;2;8;9;1270629.01;0;4
51519;51;1;50;4;6;3;1270629.01;0;4
35111;35;0;80;2;5;5;1270629.01;0;4
35789;35;0;41;2;8;3;1270629.01;0;4
55133;55;0;41;4;8;9;1270629.01;0;4
35035;35;0;39;2;7;3;1270629.01;0;4
14190;14;0;43;2;8;3;1270629.01;0;4
33777;33;0;34;2;6;1;1270629.01;0;4
77084;77;1;41;2;6;1;1270629.01;0;3
15190;15;0;57;4;8;3;1270629.01;0;3
70777;70;0;28;2;8;1;1270629.01;0;4
14444;14;0;47;4;5;9;1270629.01;0;4
35400;35;0;41;4;8;3;1270629.01;0;4
55444;55;0;58;2;6;9;1270629.01;0;4
45454;45;0;28;2;7;1;1270629.01;0;3
13123;13;0;48;4;8;1;1270629.01;1;1
55222;55;0;39;2;8;1;1270629.01;0;4
43333;43;0;44;2;8;3;1270629.01;1;1
33009;33;0;26;4;6;1;1270629.01;0;4
40123;40;0;33;2;8;1;1270629.01;0;4
28122;28;0;46;2;5;1;1270629.01;0;4
28123;28;0;41;2;5;9;1270629.01;0;4
70456;70;0;37;2;3;1;1270629.01;0;4
50333;50;0;56;2;6;1;1270629.01;0;4
50005;50;0;60;4;8;9;1270629.01;0;4
33111;33;0;55;2;3;1;1270629.01;0;4
51234;51;0;52;4;8;3;1270629.01;0;4
45111;45;0;50;2;8;3;1270629.01;1;3
13333;13;0;50;4;8;5;1270629.01;0;3
44750;44;1;51;4;2;3;1270629.01;0;3
70300;70;0;41;2;6;9;1270629.01;0;4
45777;45;0;41;4;8;3;1270629.01;0;3
77555;77;0;37;2;8;3;1270629.01;0;3
14321;14;0;28;2;4;3;1270629.01;0;4
43666;43;0;42;4;6;1;1270629.01;1;2
13000;13;1;58;2;8;3;1270629.01;0;3
51555;51;0;55;2;8;9;1270629.01;0;4
44123;44;0;29;2;8;1;1270629.01;0;3
40100;40;1;45;4;8;1;1270629.01;0;4
40111;40;1;43;2;8;3;1270629.01;0;4
13444;13;0;53;2;8;3;1270629.01;0;3
77211;77;0;46;2;8;1;1270629.01;0;3
15111;15;0;51;2;4;3;1270629.01;0;3
45123;45;0;64;2;6;1;1270629.01;1;1
10003;10;0;48;2;7;3;1270629.01;0;4
22100;22;1;68;2;8;9;1270629.01;0;3
14200;14;0;49;2;4;3;1270629.01;0;4
45678;45;0;55;2;6;3;1270629.01;1;1
77123;77;1;56;2;6;3;1270629.01;0;1
55110;55;0;56;4;6;3;1270629.01;0;4
33444;33;0;23;2;6;1;1270629.01;0;4
13113;13;1;57;4;8;9;1270629.01;0;3
12444;12;0;63;2;3;3;1270629.01;0;4
77022;77;0;43;2;6;3;1270629.01;0;3
45333;45;0;80;2;4;3;1270629.01;1;3
22111;22;0;44;2;8;3;1270629.01;0;2
50555;50;0;47;4;6;1;1270629.01;0;4
35333;35;1;60;2;8;9;1270629.01;0;4
33322;33;0;49;4;6;9;1270629.01;0;4
77789;77;0;37;2;4;3;1270629.01;0;3
15155;15;0;51;2;8;3;1270629.01;0;3
15999;15;0;47;4;8;9;1270629.01;0;3
35700;35;0;35;2;6;3;1270629.01;0;4
40789;40;0;59;2;8;3;1270629.01;0;4
55055;55;0;62;4;6;3;1270629.01;0;4
45222;45;0;55;2;7;3;1270629.01;1;3
43123;43;0;44;2;8;9;1270629.01;0;3
43777;43;0;46;4;8;1;1270629.01;0;3
22220;22;1;54;2;8;3;1270629.01;0;3
70500;70;0;38;2;6;1;1270629.01;0;4
51678;51;0;50;2;6;3;1270629.01;0;4
77337;77;0;25;4;8;1;1270629.01;0;3
45456;45;0;34;4;8;1;1270629.01;0;3
50123;50;1;34;4;7;1;1270629.01;0;4
22190;22;0;43;2;8;1;1270629.01;0;3
15888;15;1;62;4;3;1;1270629.01;0;3
22210;22;0;48;4;8;1;1270629.01;0;3
35369;35;0;38;4;8;9;1270629.01;0;4
51000;51;0;37;2;8;1;1270629.01;0;4
70888;70;0;41;2;5;1;1270629.01;0;4
70900;70;0;32;2;8;3;1270629.01;0;4
44000;44;0;48;4;8;3;1270629.01;0;3
35200;35;0;41;4;6;1;1270629.01;0;4
12101;12;1;52;2;6;3;1270629.01;0;4
45255;45;0;44;4;6;3;1270629.01;0;3
40444;40;0;21;2;7;1;1270629.01;0;4
77190;77;0;52;2;8;3;1270629.01;1;3
45888;45;0;59;2;8;3;1270629.01;1;1
55123;55;0;55;2;8;3;1270629.01;0;4
22888;22;0;36;2;5;1;1270629.01;0;3
51111;51;0;44;2;6;3;1270629.01;0;4
14123;14;0;50;2;8;1;1270629.01;0;4
77000;77;0;56;2;8;3;1270629.01;0;3
55022;55;0;47;2;6;3;1270629.01;0;4
70789;70;0;48;2;6;3;1270629.01;0;4
40120;40;0;55;4;8;1;1270629.01;0;4
44556;44;0;49;2;8;1;1270629.01;0;3
45100;45;0;62;2;8;3;1270629.01;0;1
13133;13;0;63;2;8;3;1270629.01;0;3
55112;55;0;62;2;8;3;1270629.01;0;4
14888;14;0;45;4;5;1;1270629.01;0;4
40555;40;0;26;4;8;1;1270629.01;0;4
70555;70;0;45;2;8;3;1270629.01;0;4
14999;14;0;47;2;4;3;1270629.01;0;4
77678;77;1;50;2;6;3;1270629.01;0;3
15551;15;0;50;4;6;9;1270629.01;0;3
55555;55;1;60;2;8;3;1270629.01;0;4
44444;44;0;52;2;6;1;1270629.01;0;1
44111;44;0;45;2;8;3;1270629.01;0;4
43100;43;0;60;2;8;3;1270629.01;1;2
35135;35;0;44;2;3;1;1270629.01;0;4
35262;35;0;61;4;8;9;1270629.01;0;4
22345;22;1;35;2;8;3;1270629.01;0;3
35500;35;0;47;2;6;1;1270629.01;0;4
70222;70;0;56;2;3;9;1270629.01;0;4
70321;70;0;36;4;3;3;1270629.01;0;4
55777;55;0;34;2;6;1;1270629.01;0;4
22555;22;1;58;2;6;3;1270629.01;0;3
15024;15;1;46;2;7;3;1270629.01;0;3
35456;35;0;39;4;8;3;1270629.01;0;4
22999;22;0;38;4;6;3;1270629.01;0;3
22000;22;0;46;4;8;3;1270629.01;0;3
70444;70;0;49;2;4;1;1270629.01;0;4
15333;15;0;39;4;7;1;1270629.01;0;3
22333;22;1;59;4;8;3;1270629.01;0;3
33567;33;1;61;2;3;3;1270629.01;0;4
14007;14;0;48;4;8;3;1270629.01;0;4
15777;15;0;59;2;8;3;1270629.01;0;3
77333;77;1;28;2;8;1;1270629.01;1;3
22522;22;0;50;4;8;1;1270629.01;0;3
14333;14;0;48;2;5;1;1270629.01;0;4
51222;51;0;45;2;5;3;1270629.01;0;4
40999;40;0;51;2;4;1;1270629.01;0;4
28888;28;0;68;4;8;1;1270629.01;0;4
35999;35;0;40;2;3;1;1270629.01;0;4
33789;33;0;58;4;4;3;1270629.01;0;4
55678;55;0;48;4;6;3;1270629.01;0;4
45555;45;0;83;2;8;3;1270629.01;1;1
55888;55;0;49;2;8;1;1270629.01;0;4
44244;44;0;57;4;6;3;1270629.01;0;3
13666;13;0;46;2;4;1;1270629.01;0;3
10101;10;0;56;2;3;3;1270629.01;0;4
51200;51;0;45;2;4;9;1270629.01;0;4
44044;44;0;71;4;8;9;1270629.01;0;3
45666;45;0;55;4;4;3;1270629.01;0;3
40222;40;1;70;2;6;3;1270629.01;0;4
65123;65;0;45;2;6;1;1270629.01;0;3
28456;28;1;62;4;5;9;1270629.01;0;4
13613;13;0;44;4;8;1;1270629.01;0;1
15555;15;1;57;4;7;3;1270629.01;0;3
15678;15;0;40;2;8;3;1270629.01;0;3
40456;40;0;50;4;4;1;1270629.01;0;4
10111;10;0;50;4;6;1;1270629.01;0;4
50222;50;0;54;2;8;1;1270629.01;0;4
12130;12;0;39;4;6;1;1270629.01;0;4
44555;44;0;32;2;8;1;1270629.01;0;3
44144;44;0;30;4;8;1;1270629.01;0;3
44333;44;0;27;2;8;1;1270629.01;0;3
12190;12;0;47;4;8;1;1270629.01;0;4
77456;77;0;45;2;6;3;1270629.01;0;3
40403;40;0;42;2;8;1;1270629.01;0;4
18333;18;0;34;4;7;3;1270629.01;0;4
15015;15;0;48;4;8;3;1270629.01;0;3
33888;33;0;34;4;5;1;1270629.01;0;4
40420;40;0;24;2;6;1;1270629.01;0;4
70999;70;1;36;2;6;3;1270629.01;0;4
12112;12;0;45;4;7;1;1270629.01;0;4
44777;44;1;43;2;8;3;1270629.01;0;3
40190;40;0;42;4;8;3;1270629.01;0;4
13013;13;0;22;2;6;1;1270629.01;0;3
35300;35;0;42;2;8;3;1270629.01;0;4
22123;22;0;57;4;8;5;1270629.01;0;1
45110;45;0;78;2;8;3;1270629.01;1;3
44888;44;0;35;2;8;3;1270629.01;0;3
14111;14;0;69;2;8;3;1270629.01;0;4
40013;40;0;50;2;6;1;1270629.01;0;4
33123;33;0;35;2;6;3;1270629.01;0;4
70100;70;0;39;4;6;9;1270629.01;0;4
13555;13;0;62;4;8;9;1270629.01;0;3
13670;13;0;51;2;8;9;1270629.01;0;3
50444;50;0;51;2;8;1;1270629.01;0;4
22380;22;0;45;2;6;3;1270629.01;0;3
44011;44;0;50;4;6;3;1270629.01;0;3
10555;10;0;55;2;6;3;1270629.01;0;4
80180;80;0;21;4;7;1;1270629.01;0;4
45122;45;0;66;2;6;3;1270629.01;1;2
12000;12;0;60;2;6;9;1270629.01;0;4
45000;45;0;55;2;8;3;1270629.01;1;1
70600;70;0;52;4;8;3;1270629.01;0;4
70070;70;0;21;2;6;1;1270629.01;0;4
18888;18;0;36;2;7;9;1270629.01;0;4
33222;33;0;64;4;3;1;1270629.01;0;4
51013;51;0;28;4;6;3;1270629.01;0;4
51444;51;0;38;2;8;3;1270629.01;0;4
77222;77;0;41;2;8;3;1270629.01;0;3
15007;15;0;47;2;8;3;1270629.01;0;3
51233;51;0;63;4;6;3;1270629.01;0;4
14666;14;0;65;2;4;1;1270629.01;0;4
15100;15;0;26;4;8;1;1270629.01;0;3
50100;50;1;43;2;8;1;1270629.01;0;4
22722;22;0;53;4;7;3;1270629.01;0;3
77077;77;0;44;4;8;3;1270629.01;0;3
45455;45;1;48;4;8;3;1270629.01;0;3
77777;77;0;50;4;8;3;1270629.01;1;1
55111;55;0;43;2;6;3;1270629.01;0;4
70700;70;0;51;4;6;1;1270629.01;0;4
15123;15;0;73;2;4;9;1270629.01;0;3
44024;44;0;57;2;6;1;1270629.01;0;3
22444;22;0;65;2;3;3;1270629.01;0;3
12140;12;0;47;2;3;3;1270629.01;0;4
35444;35;0;56;2;8;3;1270629.01;0;4
15222;15;0;38;2;8;1;1270629.01;0;1
35666;35;0;32;4;6;1;1270629.01;0;4
70123;70;1;34;4;6;1;1270629.01;0;4
55999;55;0;64;2;8;3;1270629.01;0;4
55190;55;1;64;2;8;3;1270629.01;0;4
70000;70;0;62;2;8;1;1270629.01;0;4
55644;55;0;39;4;8;3;1270629.01;0;4
10125;10;1;54;2;3;1;1270629.01;0;4
12345;12;1;40;2;8;9;1270629.01;0;4
77890;77;0;41;4;7;1;1270629.01;0;3
12100;12;0;63;2;8;3;1270629.01;0;4
14777;14;0;58;2;5;3;1270629.01;0;4
33456;33;0;55;2;4;9;1270629.01;0;4
77888;77;1;54;4;8;3;1270629.01;0;3
45544;45;0;46;4;8;3;1270629.01;0;3
35777;35;0;36;4;6;1;1270629.01;0;4
22222;22;1;56;2;8;3;1270629.01;1;1
14456;14;0;51;4;6;9;1270629.01;0;4
35222;35;0;45;2;8;9;1270629.01;0;4
35555;35;0;47;2;6;1;1270629.01;0;4
40666;40;0;38;2;3;1;1270629.01;0;4
50000;50;0;49;2;8;3;1270629.01;0;4
13222;13;0;53;2;8;3;1270629.01;1;1
77321;77;0;41;2;8;3;1270629.01;0;3
35888;35;1;47;2;8;1;1270629.01;0;4
22762;22;0;45;2;6;3;1270629.01;0;1
13111;13;1;29;4;8;3;1270629.01;0;3
77007;77;0;29;4;8;1;1270629.01;0;3
18123;18;0;50;2;6;1;1270629.01;0;4
70111;70;0;62;2;6;3;1270629.01;0;4
55122;55;0;37;4;8;3;1270629.01;0;4
50666;50;0;36;2;6;1;1270629.01;0;4
70333;70;0;57;2;6;9;1270629.01;0;4
12333;12;0;46;4;8;3;1270629.01;0;4
77001;77;0;58;2;6;3;1270629.01;0;3
55000;55;0;49;2;7;3;1270629.01;0;4
44120;44;0;43;2;6;3;1270629.01;0;3
55456;55;0;43;2;6;3;1270629.01;0;4
12222;12;0;31;2;6;1;1270629.01;0;4
12369;12;1;51;4;7;1;1270629.01;0;4
15444;15;1;59;2;5;3;1270629.01;0;3
65777;65;0;40;4;8;1;1270629.01;0;3
15101;15;0;46;2;8;3;1270629.01;0;3
15000;15;0;71;2;6;3;1270629.01;0;3
45444;45;0;53;2;8;1;1270629.01;1;2
70678;70;0;49;2;6;3;1270629.01;0;4
14678;14;0;53;4;8;1;1270629.01;0;4
43222;43;0;83;2;8;1;1270629.01;1;3
55789;55;0;37;2;8;3;1270629.01;0;4
55610;55;0;42;4;6;3;1270629.01;0;4
22777;22;0;38;2;8;3;1270629.01;0;3
50111;50;1;45;2;5;1;1270629.01;0;4
44190;44;1;39;2;8;3;1270629.01;0;3
44222;44;0;32;2;5;1;1270629.01;0;3
33999;33;0;49;4;5;9;1270629.01;0;4
33033;33;0;50;2;3;1;1270629.01;0;4
22122;22;0;58;2;6;1;1270629.01;0;3
45999;45;0;42;2;8;3;1270629.01;1;1
35123;35;0;38;2;6;3;1270629.01;0;4
12123;12;1;49;2;6;1;1270629.01;0;4
70200;70;0;29;4;6;1;1270629.01;0;4
40333;40;1;60;2;8;1;1270629.01;0;4
70011;70;0;47;4;6;3;1270629.01;0;4
22022;22;1;34;2;8;3;1270629.01;0;3
55655;55;0;22;2;7;1;1270629.01;0;4
12121;12;1;44;4;6;5;1270629.01;0;4
77421;77;0;48;4;6;1;1270629.01;0;3
10000;10;0;37;4;8;3;1270629.01;0;4
51511;51;0;43;2;6;3;1270629.01;0;4
70800;70;0;30;4;8;1;1270629.01;0;4
